Client_ID,Client_Type,Client_Verification,Client_Location,Cargo_ID,Cargo_Type,Cargo_Value,Cargo_Weight,Transporter,Route,Border_Point,GPS_Location,KRA_Lock,KRA_Penalty,Incident_Type,Incident_Location,Incident_Report_Date,Cargo_Risk,Estimated_Loss
2854,Individual,1,Kigali,3854,Alcohol,468411.47,2850.18,Transporter B,Arusha-Nairobi,Taveta,"(np.float64(-1.2672), np.float64(36.8592))",1,7260.65,Accident,Warehouse,2022-06-30,High,376773.34
2855,Individual,1,Arusha,3855,Alcohol,498907.09,1447.81,Transporter B,Arusha-Nairobi,Taveta,"(np.float64(-1.2806), np.float64(36.8244))",1,14059.15,Accident,Border,2022-04-05,High,202800.51
2856,Business,0,Kampala,3856,Clothing,217706.42,1561.62,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2796), np.float64(36.8622))",1,4039.3,Accident,Border,2022-09-13,Medium,146809.25
2857,Individual,1,Kampala,3857,Electronics,313047.1,1829.54,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.1932), np.float64(36.8491))",0,13266.1,Theft,Warehouse,2022-03-01,High,371493.17
2858,Individual,1,Arusha,3858,Clothing,469048.5,4618.11,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.2336), np.float64(36.8301))",0,5893.45,Accident,Transit,2022-10-09,High,243778.52
2859,Business,1,Kampala,3859,Machinery,140688.14,2865.51,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2725), np.float64(36.8672))",0,2722.0,Accident,Border,2022-03-27,Medium,148599.39
2860,Individual,1,Nairobi,3860,Electronics,79200.49,4208.02,Transporter C,Arusha-Kampala,Taveta,"(np.float64(-1.2121), np.float64(36.8981))",1,7117.89,Theft,Border,2022-12-18,Low,23566.42
2861,Business,1,Nairobi,3861,Clothing,252407.4,1334.96,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2179), np.float64(36.8491))",0,4340.93,Theft,Warehouse,2022-02-10,Medium,130267.12
2862,Individual,0,Kampala,3862,Electronics,429810.22,4035.94,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.1975), np.float64(36.895))",0,17045.04,Theft,Border,2022-10-21,High,495273.95
2863,Business,0,Arusha,3863,Alcohol,100207.19,121.38,Transporter B,Arusha-Nairobi,Taveta,"(np.float64(-1.2234), np.float64(36.8769))",0,9124.4,Accident,Transit,2022-09-13,Medium,83640.1
2864,Individual,1,Arusha,3864,Alcohol,99891.36,2790.5,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2544), np.float64(36.8482))",1,13472.54,Theft,Warehouse,2022-12-08,Low,44110.35
2865,Business,0,Arusha,3865,Electronics,174152.43,4395.19,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2232), np.float64(36.8499))",1,13141.02,Fraud,Transit,2022-09-01,Medium,59025.16
2866,Individual,1,Kigali,3866,Electronics,392283.13,1345.23,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2672), np.float64(36.8688))",0,3899.57,Accident,Warehouse,2022-05-19,High,327866.16
2867,Individual,0,Arusha,3867,Electronics,401805.41,2374.2,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2711), np.float64(36.9054))",0,18569.86,Fraud,Warehouse,2022-10-18,High,193012.67
2868,Business,1,Kampala,3868,Electronics,204813.92,4148.68,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2479), np.float64(36.8748))",1,12589.83,Theft,Warehouse,2022-03-23,Medium,53661.54
2869,Business,1,Kigali,3869,Electronics,361133.43,235.14,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.1962), np.float64(36.8719))",0,12780.72,Fraud,Transit,2022-06-01,High,284086.42
2870,Business,1,Arusha,3870,Clothing,155022.8,677.88,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2423), np.float64(36.8961))",1,4279.32,Accident,Warehouse,2022-01-20,Medium,125912.36
2871,Individual,1,Kigali,3871,Electronics,135742.17,3118.97,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2192), np.float64(36.877))",0,11813.11,Fraud,Border,2022-10-14,Medium,123916.95
2872,Individual,1,Arusha,3872,Clothing,260586.78,2544.4,Transporter C,Arusha-Nairobi,Malaba,"(np.float64(-1.2675), np.float64(36.8463))",0,14687.81,Fraud,Transit,2022-02-16,Medium,83879.04
2873,Business,1,Kampala,3873,Machinery,268268.27,4111.67,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2234), np.float64(36.864))",1,3536.05,Accident,Warehouse,2022-10-28,Medium,56067.02
2874,Business,1,Kampala,3874,Clothing,288727.17,2938.25,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2425), np.float64(36.8476))",0,16316.5,Fraud,Warehouse,2022-05-18,Medium,59633.29
2875,Individual,1,Kampala,3875,Alcohol,66171.74,375.21,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2293), np.float64(36.8882))",0,12628.99,Fraud,Transit,2022-04-12,Low,28648.6
2876,Business,1,Nairobi,3876,Alcohol,236740.27,4934.84,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2672), np.float64(36.8856))",0,15660.1,Theft,Border,2022-12-15,Medium,113303.36
2877,Business,1,Nairobi,3877,Alcohol,388906.61,156.1,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2517), np.float64(36.8823))",0,16815.48,Theft,Warehouse,2022-01-03,High,456993.09
2878,Business,1,Arusha,3878,Clothing,170362.96,2398.91,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2417), np.float64(36.8629))",0,7957.07,Fraud,Border,2022-07-31,Medium,71751.31
2879,Business,0,Nairobi,3879,Alcohol,84181.58,2350.64,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2651), np.float64(36.9161))",0,19015.71,Accident,Transit,2022-12-27,Low,27696.71
2880,Business,0,Kigali,3880,Machinery,219725.73,4315.67,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.2287), np.float64(36.8938))",1,17284.53,Accident,Warehouse,2022-10-21,Medium,72319.72
2881,Business,1,Nairobi,3881,Alcohol,307989.47,3642.54,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.202), np.float64(36.8765))",0,1982.23,Accident,Warehouse,2022-07-31,High,454620.08
2882,Business,1,Arusha,3882,Electronics,434083.23,794.17,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.278), np.float64(36.8489))",0,12626.15,Accident,Warehouse,2022-03-11,High,194805.53
2883,Business,1,Arusha,3883,Alcohol,242267.52,2409.26,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.281), np.float64(36.906))",1,9168.95,Accident,Warehouse,2022-02-02,Medium,90810.83
2884,Individual,0,Kigali,3884,Machinery,107148.94,643.04,Transporter B,Arusha-Nairobi,Busia,"(np.float64(-1.2815), np.float64(36.8595))",1,11780.32,Fraud,Border,2022-09-26,Medium,109666.37
2885,Business,1,Nairobi,3885,Alcohol,280887.59,4783.23,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2672), np.float64(36.8357))",0,650.4,Accident,Border,2022-12-11,Medium,130912.64
2886,Business,0,Kampala,3886,Machinery,210248.71,2514.47,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2061), np.float64(36.9196))",1,19509.72,Fraud,Warehouse,2022-04-06,Medium,96778.14
2887,Individual,1,Nairobi,3887,Clothing,418674.27,2892.99,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2206), np.float64(36.8348))",1,10425.03,Theft,Border,2022-12-21,High,461392.1
2888,Individual,0,Nairobi,3888,Machinery,280304.02,1206.78,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2586), np.float64(36.8855))",0,9606.25,Theft,Border,2022-05-29,Medium,93685.07
2889,Individual,0,Kampala,3889,Machinery,134898.41,516.53,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2288), np.float64(36.895))",1,5110.87,Theft,Transit,2022-11-19,Medium,61727.06
2890,Individual,1,Kigali,3890,Alcohol,64267.58,1627.75,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2048), np.float64(36.8766))",1,9160.22,Theft,Transit,2022-07-24,Low,25799.04
2891,Business,1,Arusha,3891,Alcohol,118847.28,4442.16,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2588), np.float64(36.856))",1,5055.49,Theft,Transit,2022-02-23,Medium,51353.31
2892,Business,1,Kigali,3892,Clothing,378376.83,3128.93,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.277), np.float64(36.8297))",0,17688.31,Fraud,Warehouse,2022-03-03,High,425081.9
2893,Individual,1,Kampala,3893,Alcohol,493662.06,1763.68,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2388), np.float64(36.9037))",1,7430.23,Theft,Border,2022-08-27,High,319130.51
2894,Individual,0,Kigali,3894,Machinery,375945.14,2970.4,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2621), np.float64(36.8834))",1,15388.82,Theft,Warehouse,2022-09-27,High,177163.32
2895,Individual,1,Arusha,3895,Clothing,357845.97,3782.4,Transporter A,Nairobi-Kisumu,Taveta,"(np.float64(-1.2655), np.float64(36.8316))",0,11027.27,Accident,Transit,2022-03-25,High,227227.0
2896,Business,1,Kampala,3896,Clothing,138000.22,4756.28,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2058), np.float64(36.8732))",1,12052.9,Accident,Warehouse,2022-11-30,Medium,65497.35
2897,Individual,1,Kigali,3897,Electronics,180785.46,4798.87,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2758), np.float64(36.8687))",1,4365.12,Fraud,Border,2022-12-23,Medium,137874.05
2898,Individual,0,Nairobi,3898,Electronics,69580.05,3568.55,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2337), np.float64(36.9198))",0,18990.53,Accident,Transit,2022-02-05,Low,32481.84
2899,Business,0,Kigali,3899,Machinery,287567.29,4245.99,Transporter B,Arusha-Kampala,Malaba,"(np.float64(-1.2792), np.float64(36.8421))",0,19688.28,Fraud,Warehouse,2022-01-01,Medium,104647.52
2900,Business,1,Nairobi,3900,Clothing,179412.47,2016.15,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.1999), np.float64(36.876))",1,5850.93,Accident,Transit,2022-08-30,Medium,141581.76
2901,Individual,1,Arusha,3901,Electronics,319862.23,4171.89,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.193), np.float64(36.888))",0,2330.92,Theft,Warehouse,2022-11-11,High,327448.05
2902,Business,1,Kigali,3902,Machinery,279139.06,3146.1,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.2263), np.float64(36.9099))",0,6728.87,Accident,Warehouse,2022-02-19,Medium,140154.96
2903,Individual,1,Kampala,3903,Clothing,241496.81,2619.73,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2554), np.float64(36.8684))",1,2406.81,Theft,Border,2022-01-10,Medium,74128.51
2904,Individual,0,Kigali,3904,Alcohol,147859.95,254.87,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2654), np.float64(36.8417))",1,18726.15,Accident,Transit,2022-09-29,Medium,76396.51
2905,Business,1,Kampala,3905,Electronics,289425.9,2914.24,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2386), np.float64(36.8885))",0,7686.26,Theft,Border,2022-03-12,Medium,114566.66
2906,Individual,0,Kigali,3906,Clothing,389189.12,4587.77,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.2359), np.float64(36.8571))",1,9023.65,Fraud,Transit,2022-06-03,High,304695.72
2907,Individual,1,Kigali,3907,Electronics,378237.19,3965.16,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.208), np.float64(36.8369))",0,1659.89,Accident,Transit,2022-11-19,High,370459.18
2908,Individual,1,Nairobi,3908,Alcohol,439511.05,4260.47,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2808), np.float64(36.8838))",1,15446.13,Accident,Transit,2022-01-12,High,368781.75
2909,Business,1,Arusha,3909,Machinery,90263.33,2596.23,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.285), np.float64(36.9187))",1,10556.53,Theft,Warehouse,2022-10-18,Low,44479.75
2910,Business,0,Kigali,3910,Machinery,220538.75,1518.98,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2001), np.float64(36.8581))",0,7029.29,Theft,Border,2022-12-21,Medium,88811.7
2911,Business,1,Kampala,3911,Clothing,441484.81,4617.59,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2074), np.float64(36.8299))",1,13608.18,Fraud,Warehouse,2022-05-29,High,351927.03
2912,Individual,1,Nairobi,3912,Alcohol,260972.58,2825.54,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2844), np.float64(36.8768))",0,9485.93,Accident,Warehouse,2022-12-21,Medium,139687.21
2913,Business,1,Arusha,3913,Machinery,90400.01,1434.61,Transporter A,Arusha-Kampala,Taveta,"(np.float64(-1.2367), np.float64(36.8625))",1,14746.66,Accident,Warehouse,2022-04-12,Low,46579.78
2914,Individual,1,Kampala,3914,Clothing,188445.55,4730.15,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2137), np.float64(36.8328))",1,4393.07,Theft,Warehouse,2022-05-31,Medium,129782.49
2915,Individual,0,Kigali,3915,Alcohol,188743.44,1011.22,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2011), np.float64(36.8248))",0,18338.68,Theft,Warehouse,2022-07-30,Medium,53192.02
2916,Individual,1,Nairobi,3916,Machinery,233851.07,3851.25,Transporter C,Arusha-Nairobi,Malaba,"(np.float64(-1.212), np.float64(36.8776))",1,19989.55,Accident,Warehouse,2022-05-22,Medium,133646.64
2917,Individual,0,Kampala,3917,Machinery,338238.56,1198.34,Transporter B,Arusha-Nairobi,Malaba,"(np.float64(-1.2294), np.float64(36.8328))",1,3809.58,Theft,Border,2022-07-15,High,175252.5
2918,Business,0,Arusha,3918,Electronics,104042.04,4064.1,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.2691), np.float64(36.8954))",0,16765.06,Theft,Warehouse,2022-02-06,Medium,104510.29
2919,Individual,0,Nairobi,3919,Alcohol,283016.08,3080.85,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2277), np.float64(36.9031))",0,18489.59,Accident,Warehouse,2022-01-05,Medium,80771.43
2920,Individual,1,Nairobi,3920,Machinery,97067.51,2678.59,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2394), np.float64(36.8427))",0,18221.67,Accident,Warehouse,2022-10-12,Low,27646.25
2921,Individual,1,Kigali,3921,Machinery,134621.39,2466.14,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.2822), np.float64(36.8762))",0,9345.6,Theft,Border,2022-09-30,Medium,77888.96
2922,Individual,1,Nairobi,3922,Machinery,209840.6,541.05,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2599), np.float64(36.8858))",0,8876.44,Theft,Transit,2022-09-21,Medium,126882.97
2923,Business,1,Arusha,3923,Electronics,300621.84,2156.16,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2606), np.float64(36.8672))",1,7353.5,Theft,Transit,2022-02-01,High,364646.65
2924,Individual,0,Nairobi,3924,Machinery,276479.3,1397.06,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2292), np.float64(36.8408))",0,13745.63,Accident,Warehouse,2022-04-29,Medium,132912.91
2925,Individual,1,Kigali,3925,Electronics,257025.68,4992.12,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2402), np.float64(36.8254))",1,11233.97,Theft,Warehouse,2022-07-13,Medium,148568.3
2926,Individual,1,Kigali,3926,Clothing,243144.53,3530.59,Transporter C,Arusha-Kampala,Busia,"(np.float64(-1.2726), np.float64(36.8628))",1,8561.31,Fraud,Warehouse,2022-10-15,Medium,113122.68
2927,Individual,1,Nairobi,3927,Electronics,204344.6,3675.98,Transporter B,Arusha-Nairobi,Busia,"(np.float64(-1.2271), np.float64(36.8776))",0,3096.97,Accident,Transit,2022-09-29,Medium,120890.61
2928,Individual,0,Kigali,3928,Electronics,77342.64,3734.43,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.2747), np.float64(36.9057))",0,15312.75,Accident,Border,2022-04-04,Low,44945.94
2929,Business,0,Arusha,3929,Alcohol,319056.36,2854.3,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2122), np.float64(36.8568))",0,16080.53,Accident,Transit,2022-08-25,High,215599.91
2930,Business,1,Nairobi,3930,Alcohol,274717.02,3652.92,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2798), np.float64(36.8495))",0,19642.25,Accident,Border,2022-06-22,Medium,54378.79
2931,Business,1,Kigali,3931,Electronics,269242.91,965.74,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2097), np.float64(36.9025))",1,13728.98,Fraud,Transit,2022-01-17,Medium,146816.99
2932,Individual,0,Arusha,3932,Machinery,377762.14,3725.49,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.1957), np.float64(36.8366))",0,11392.74,Accident,Warehouse,2022-05-12,High,381497.57
2933,Business,1,Kampala,3933,Alcohol,344207.42,338.9,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.2699), np.float64(36.869))",1,1121.96,Theft,Border,2022-06-06,High,361764.55
2934,Individual,1,Kigali,3934,Machinery,285832.58,2133.87,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2743), np.float64(36.8717))",1,5860.27,Theft,Warehouse,2022-11-20,Medium,71505.25
2935,Individual,1,Arusha,3935,Machinery,55375.48,2856.4,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2139), np.float64(36.8473))",1,5209.72,Accident,Border,2022-01-24,Low,30929.92
2936,Individual,0,Kigali,3936,Alcohol,478785.43,882.31,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.2847), np.float64(36.858))",0,15728.55,Accident,Transit,2022-02-02,High,262918.8
2937,Business,1,Arusha,3937,Clothing,323725.87,1234.67,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2731), np.float64(36.9121))",0,13006.35,Theft,Border,2022-11-20,High,218336.94
2938,Individual,1,Nairobi,3938,Electronics,69561.69,271.91,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2512), np.float64(36.8697))",0,1150.45,Theft,Warehouse,2022-08-07,Low,43900.34
2939,Individual,0,Kampala,3939,Machinery,132078.39,554.55,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2421), np.float64(36.8504))",1,1242.0,Theft,Warehouse,2022-04-03,Medium,121894.13
2940,Business,1,Arusha,3940,Clothing,248069.51,918.72,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.1959), np.float64(36.8893))",0,15356.85,Fraud,Warehouse,2022-12-04,Medium,141393.61
2941,Individual,1,Arusha,3941,Alcohol,423346.89,521.54,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2107), np.float64(36.8476))",1,1695.48,Accident,Border,2022-11-20,High,332687.68
2942,Individual,1,Arusha,3942,Clothing,88180.73,952.56,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.254), np.float64(36.8662))",1,15210.79,Accident,Transit,2022-12-19,Low,38308.84
2943,Individual,1,Kigali,3943,Clothing,243061.57,3078.93,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.2428), np.float64(36.8626))",1,16737.34,Theft,Warehouse,2022-09-27,Medium,72054.25
2944,Individual,1,Nairobi,3944,Machinery,191366.66,169.31,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2765), np.float64(36.8459))",1,2401.0,Accident,Transit,2022-07-11,Medium,65447.78
2945,Business,1,Kampala,3945,Electronics,342626.48,2766.36,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2725), np.float64(36.8712))",1,1066.46,Fraud,Border,2022-07-22,High,444640.42
2946,Business,1,Kigali,3946,Machinery,448116.24,411.78,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.2068), np.float64(36.9099))",1,14556.95,Fraud,Border,2022-01-29,High,303602.32
2947,Individual,1,Kampala,3947,Machinery,304952.87,3201.48,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2846), np.float64(36.881))",0,6278.79,Accident,Transit,2022-06-24,High,430711.74
2948,Individual,1,Nairobi,3948,Electronics,345725.64,1700.6,Transporter A,Arusha-Nairobi,Busia,"(np.float64(-1.209), np.float64(36.8545))",0,7251.96,Accident,Border,2022-05-03,High,492942.61
2949,Business,0,Arusha,3949,Clothing,253233.65,2139.56,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.2446), np.float64(36.9106))",0,5895.72,Accident,Border,2022-12-14,Medium,91700.4
2950,Business,1,Kampala,3950,Machinery,466619.33,116.83,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.2005), np.float64(36.8743))",0,8741.57,Theft,Warehouse,2022-08-03,High,325868.42
2951,Individual,1,Nairobi,3951,Machinery,332315.77,4634.82,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2705), np.float64(36.9052))",0,15610.74,Theft,Transit,2022-12-12,High,427247.74
2952,Business,1,Arusha,3952,Clothing,61567.25,3856.51,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2194), np.float64(36.9023))",1,11778.76,Theft,Warehouse,2022-06-25,Low,33491.16
2953,Business,1,Kampala,3953,Machinery,124626.45,303.36,Transporter A,Arusha-Kampala,Taveta,"(np.float64(-1.2383), np.float64(36.9218))",0,7351.37,Theft,Transit,2022-02-06,Medium,59299.28
2954,Individual,1,Arusha,3954,Electronics,421581.87,4114.08,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.2891), np.float64(36.8631))",1,17402.48,Accident,Warehouse,2022-07-22,High,304699.0
2955,Business,0,Nairobi,3955,Clothing,90239.84,2351.33,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2033), np.float64(36.8604))",1,168.99,Theft,Border,2022-04-07,Low,25164.6
2956,Business,0,Kigali,3956,Machinery,387269.59,1444.19,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2479), np.float64(36.8702))",1,7992.35,Theft,Border,2022-08-06,High,327766.19
2957,Business,1,Nairobi,3957,Machinery,86005.83,2781.61,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2129), np.float64(36.9172))",0,8725.17,Theft,Transit,2022-03-21,Low,48571.15
2958,Business,0,Arusha,3958,Electronics,308303.72,4830.9,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2128), np.float64(36.8622))",1,15652.71,Accident,Warehouse,2022-03-12,High,350821.89
2959,Business,1,Nairobi,3959,Machinery,124710.92,2246.46,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.256), np.float64(36.9086))",0,16142.97,Accident,Warehouse,2022-12-16,Medium,125718.03
2960,Business,1,Arusha,3960,Electronics,498649.26,1437.86,Transporter B,Arusha-Kampala,Malaba,"(np.float64(-1.2804), np.float64(36.9131))",1,6371.48,Fraud,Transit,2022-12-31,High,378547.08
2961,Individual,1,Nairobi,3961,Electronics,398614.61,2865.21,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.1987), np.float64(36.8768))",1,12635.63,Accident,Border,2022-10-02,High,236940.37
2962,Individual,0,Nairobi,3962,Machinery,321966.95,1165.54,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2296), np.float64(36.822))",0,3685.95,Accident,Border,2022-02-12,High,350479.47
2963,Individual,1,Nairobi,3963,Clothing,409178.41,2456.74,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.1931), np.float64(36.8947))",1,3982.06,Theft,Transit,2022-07-07,High,355547.88
2964,Business,1,Arusha,3964,Clothing,167225.19,1847.37,Transporter C,Arusha-Nairobi,Malaba,"(np.float64(-1.2394), np.float64(36.8232))",1,4472.77,Accident,Transit,2022-05-05,Medium,140907.29
2965,Business,1,Kampala,3965,Electronics,411815.32,2027.16,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2765), np.float64(36.8521))",0,18497.47,Theft,Border,2022-05-30,High,404878.28
2966,Individual,1,Kampala,3966,Clothing,109309.94,3622.19,Transporter C,Arusha-Nairobi,Malaba,"(np.float64(-1.2384), np.float64(36.9135))",1,18988.05,Accident,Border,2022-07-26,Medium,99750.61
2967,Business,1,Kampala,3967,Electronics,398830.01,623.82,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2448), np.float64(36.833))",1,6858.97,Accident,Warehouse,2022-05-04,High,367421.17
2968,Individual,0,Kigali,3968,Machinery,423926.23,2798.86,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.2768), np.float64(36.8855))",1,7224.75,Fraud,Border,2022-04-10,High,356001.47
2969,Business,0,Nairobi,3969,Machinery,148426.6,1295.78,Transporter C,Arusha-Nairobi,Malaba,"(np.float64(-1.277), np.float64(36.8342))",1,2203.13,Accident,Warehouse,2022-06-12,Medium,81268.03
2970,Individual,0,Arusha,3970,Machinery,487821.07,1683.2,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2778), np.float64(36.8967))",0,4064.24,Accident,Transit,2022-08-10,High,232833.74
2971,Individual,1,Nairobi,3971,Machinery,119064.18,2821.44,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2401), np.float64(36.9183))",1,10562.89,Fraud,Transit,2022-08-04,Medium,118627.01
2972,Individual,0,Kigali,3972,Electronics,365601.26,2953.55,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.1967), np.float64(36.8805))",1,905.05,Theft,Transit,2022-10-19,High,251653.42
2973,Individual,0,Arusha,3973,Clothing,367373.93,2250.67,Transporter A,Arusha-Kampala,Taveta,"(np.float64(-1.2095), np.float64(36.8749))",0,428.3,Accident,Border,2022-08-18,High,439182.99
2974,Individual,1,Nairobi,3974,Clothing,493453.95,4653.7,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2137), np.float64(36.8709))",0,16051.92,Theft,Warehouse,2022-02-09,High,476185.57
2975,Individual,1,Kigali,3975,Electronics,111936.35,758.84,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.2043), np.float64(36.8661))",1,13171.71,Theft,Border,2022-11-25,Medium,52202.65
2976,Business,1,Kampala,3976,Machinery,352678.06,812.63,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2641), np.float64(36.893))",0,1979.98,Fraud,Warehouse,2022-11-14,High,447604.95
2977,Business,1,Kampala,3977,Alcohol,205765.22,2242.6,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2042), np.float64(36.8916))",1,1206.91,Accident,Transit,2022-05-25,Medium,63799.82
2978,Business,0,Kigali,3978,Machinery,163960.82,1826.62,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.2703), np.float64(36.8589))",0,14279.02,Accident,Transit,2022-04-04,Medium,99543.14
2979,Individual,0,Kampala,3979,Alcohol,470693.01,2292.67,Transporter C,Nairobi-Eldoret,Busia,"(np.float64(-1.2716), np.float64(36.8506))",0,14528.63,Fraud,Border,2022-09-27,High,300743.09
2980,Business,1,Kigali,3980,Electronics,58131.13,3319.62,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2218), np.float64(36.85))",0,13744.25,Accident,Warehouse,2022-05-20,Low,12557.59
2981,Individual,1,Kampala,3981,Electronics,452077.21,4085.86,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2819), np.float64(36.8368))",1,6659.18,Fraud,Border,2022-02-05,High,467634.23
